"","cocktail_id","generation","cocktail_no","solution_component_no","concentration","units","name","ph"
"1766","4f15c1c0eeaabc8234002c94",8,"C0663",3,40,"% (w/v)","polyethylene glycol 4000",7.5
"1767","4f15c1c0eeaabc8234002c95",8,"C0664",1,0.1,"M","Rubidium chloride",8
"1768","4f15c1c0eeaabc8234002c95",8,"C0664",2,0.1,"M","Tris",8
"1769","4f15c1c0eeaabc8234002c95",8,"C0664",3,40,"% (w/v)","polyethylene glycol 4000",8
"1770","4f15c1c0eeaabc8234002c96",8,"C0665",1,0.1,"M","Rubidium chloride",5
"1771","4f15c1c0eeaabc8234002c96",8,"C0665",2,0.1,"M","Sodium acetate trihydrate",5
"1772","4f15c1c0eeaabc8234002c96",8,"C0665",3,40,"% (w/v)","polyethylene glycol 4000",5
"1773","4f15c1c0eeaabc8234002c97",8,"C0666",1,0.1,"M","Rubidium chloride",7
"1774","4f15c1c0eeaabc8234002c97",8,"C0666",2,0.1,"M","Bis-Tris Propane",7
"1775","4f15c1c0eeaabc8234002c97",8,"C0666",3,40,"% (w/v)","polyethylene glycol 4000",7
"1776","4f15c1c0eeaabc8234002c98",8,"C0667",1,0.1,"M","Sodium bromide",5
"1777","4f15c1c0eeaabc8234002c98",8,"C0667",2,0.1,"M","Sodium acetate trihydrate",5
"1778","4f15c1c0eeaabc8234002c98",8,"C0667",3,40,"% (w/v)","polyethylene glycol 4000",5
"1779","4f15c1c0eeaabc8234002c99",8,"C0668",1,0.1,"M","Sodium bromide",7.5
"1780","4f15c1c0eeaabc8234002c99",8,"C0668",2,0.1,"M","HEPES",7.5
"1781","4f15c1c0eeaabc8234002c99",8,"C0668",3,40,"% (w/v)","polyethylene glycol 4000",7.5
"1782","4f15c1c0eeaabc8234002c9a",8,"C0669",1,0.1,"M","Sodium chloride",5
"1783","4f15c1c0eeaabc8234002c9a",8,"C0669",2,0.1,"M","Sodium acetate trihydrate",5
"1784","4f15c1c0eeaabc8234002c9a",8,"C0669",3,40,"% (w/v)","polyethylene glycol 4000",5
"1785","4f15c1c0eeaabc8234002c9b",8,"C0670",1,0.1,"M","Sodium molybdate dihydrate",10
"1786","4f15c1c0eeaabc8234002c9b",8,"C0670",2,0.1,"M","CAPS",10
"1787","4f15c1c0eeaabc8234002c9b",8,"C0670",3,40,"% (w/v)","polyethylene glycol 4000",10
"1788","4f15c1c0eeaabc8234002c9c",8,"C0671",1,0.1,"M","Sodium molybdate dihydrate",8
"1789","4f15c1c0eeaabc8234002c9c",8,"C0671",2,0.1,"M","Tris",8
"1790","4f15c1c0eeaabc8234002c9c",8,"C0671",3,40,"% (w/v)","polyethylene glycol 4000",8
"1791","4f15c1c0eeaabc8234002c9d",8,"C0672",1,0.1,"M","Sodium nitrate",9
"1792","4f15c1c0eeaabc8234002c9d",8,"C0672",2,0.1,"M","TAPS",9
"1793","4f15c1c0eeaabc8234002c9d",8,"C0672",3,40,"% (w/v)","polyethylene glycol 4000",9
"1794","4f15c1c0eeaabc8234002c9e",8,"C0673",1,0.1,"M","Sodium nitrate",5
"1795","4f15c1c0eeaabc8234002c9e",8,"C0673",2,0.1,"M","Sodium acetate trihydrate",5
"1796","4f15c1c0eeaabc8234002c9e",8,"C0673",3,40,"% (w/v)","polyethylene glycol 4000",5
"1797","4f15c1c0eeaabc8234002c9f",8,"C0674",1,0.1,"M","Sodium thiosulfate pentahydrate",7.5
"1798","4f15c1c0eeaabc8234002c9f",8,"C0674",2,0.1,"M","HEPES",7.5
"1799","4f15c1c0eeaabc8234002c9f",8,"C0674",3,40,"% (w/v)","polyethylene glycol 4000",7.5
"1800","4f15c1c0eeaabc8234002ca0",8,"C0675",1,0.1,"M","Sodium thiosulfate pentahydrate",9
"1801","4f15c1c0eeaabc8234002ca0",8,"C0675",2,0.1,"M","TAPS",9
"1802","4f15c1c0eeaabc8234002ca0",8,"C0675",3,40,"% (w/v)","polyethylene glycol 4000",9
"1803","4f15c1c0eeaabc8234002ca1",8,"C0676",1,0.1,"M","Sodium thiosulfate pentahydrate",10
"1804","4f15c1c0eeaabc8234002ca1",8,"C0676",2,0.1,"M","CAPS",10
"1805","4f15c1c0eeaabc8234002ca1",8,"C0676",3,40,"% (w/v)","polyethylene glycol 4000",10
"1806","4f15c1c0eeaabc8234002ca2",8,"C0677",1,0.1,"M","Zinc acetate dihydrate",5
"1807","4f15c1c0eeaabc8234002ca2",8,"C0677",2,0.1,"M","Sodium acetate trihydrate",5
"1808","4f15c1c0eeaabc8234002ca2",8,"C0677",3,40,"% (w/v)","polyethylene glycol 4000",5
"1809","4f15c1c0eeaabc8234002ca3",8,"C0678",1,0.1,"M","Zinc acetate dihydrate",6
"1810","4f15c1c0eeaabc8234002ca3",8,"C0678",2,0.1,"M","MES monohydrate",6
"1811","4f15c1c0eeaabc8234002ca3",8,"C0678",3,40,"% (w/v)","polyethylene glycol 4000",6
"1812","4f15c1c0eeaabc8234002ca4",8,"C0679",1,0.1,"M","Potassium phosphate dibasic anhydrous",8
"1813","4f15c1c0eeaabc8234002ca4",8,"C0679",2,0.1,"M","Tris",8
"1814","4f15c1c0eeaabc8234002ca4",8,"C0679",3,40,"% (w/v)","polyethylene glycol 4000",8
"1815","4f15c1c0eeaabc8234002ca5",8,"C0680",1,0.1,"M","Lithium sulfate monohydrate",7
"1816","4f15c1c0eeaabc8234002ca5",8,"C0680",2,0.1,"M","Bis-Tris Propane",7
"1817","4f15c1c0eeaabc8234002ca5",8,"C0680",3,40,"% (w/v)","polyethylene glycol 4000",7
"1818","4f15c1c0eeaabc8234002ca6",8,"C0681",1,0.1,"M","Lithium sulfate monohydrate",10
"1819","4f15c1c0eeaabc8234002ca6",8,"C0681",2,0.1,"M","CAPS",10
"1820","4f15c1c0eeaabc8234002ca6",8,"C0681",3,40,"% (w/v)","polyethylene glycol 4000",10
"1821","4f15c1c0eeaabc8234002ca7",8,"C0682",1,0.1,"M","Potassium phosphate tribasic",9
"1822","4f15c1c0eeaabc8234002ca7",8,"C0682",2,0.1,"M","TAPS",9
"1823","4f15c1c0eeaabc8234002ca7",8,"C0682",3,20,"% (w/v)","polyethylene glycol 4000",9
"1824","4f15c1c0eeaabc8234002ca8",8,"C0683",1,0.1,"M","Potassium phosphate tribasic",8
"1825","4f15c1c0eeaabc8234002ca8",8,"C0683",2,0.1,"M","Tris",8
"1826","4f15c1c0eeaabc8234002ca8",8,"C0683",3,40,"% (w/v)","polyethylene glycol 4000",8
"1827","4f15c1c0eeaabc8234002ca9",8,"C0684",1,0.1,"M","Ammonium thiocyanate",9
"1828","4f15c1c0eeaabc8234002ca9",8,"C0684",2,0.1,"M","TAPS",9
"1829","4f15c1c0eeaabc8234002ca9",8,"C0684",3,40,"% (w/v)","polyethylene glycol 4000",9
"1830","4f15c1c0eeaabc8234002caa",8,"C0685",1,0.1,"M","Ammonium thiocyanate",4.2
"1831","4f15c1c0eeaabc8234002caa",8,"C0685",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"1832","4f15c1c0eeaabc8234002caa",8,"C0685",3,40,"% (w/v)","polyethylene glycol 4000",4.2
"1833","4f15c1c0eeaabc8234002cab",8,"C0686",1,0.1,"M","Ammonium thiocyanate",6
"1834","4f15c1c0eeaabc8234002cab",8,"C0686",2,0.1,"M","MES monohydrate",6
"1835","4f15c1c0eeaabc8234002cab",8,"C0686",3,40,"% (w/v)","polyethylene glycol 4000",6
"1836","4f15c1c0eeaabc8234002cac",8,"C0687",1,0.1,"M","Manganese sulfate monohydrate",6
"1837","4f15c1c0eeaabc8234002cac",8,"C0687",2,0.1,"M","MES monohydrate",6
"1838","4f15c1c0eeaabc8234002cac",8,"C0687",3,40,"% (w/v)","polyethylene glycol 4000",6
"1839","4f15c1c0eeaabc8234002cad",8,"C0688",1,0.1,"M","Manganese sulfate monohydrate",7
"1840","4f15c1c0eeaabc8234002cad",8,"C0688",2,0.1,"M","Bis-Tris Propane",7
"1841","4f15c1c0eeaabc8234002cad",8,"C0688",3,40,"% (w/v)","polyethylene glycol 4000",7
"1842","4f15c1c0eeaabc8234002cae",8,"C0689",1,0.16,"M","Ammonium sulfate",4.6
"1843","4f15c1c0eeaabc8234002cae",8,"C0689",2,0.08,"M","Sodium acetate trihydrate",4.6
"1844","4f15c1c0eeaabc8234002cae",8,"C0689",3,20,"% (w/v)","polyethylene glycol 4000",4.6
"1845","4f15c1c0eeaabc8234002cae",8,"C0689",4,20,"% (v/v)","Glycerol anhydrous",4.6
"1846","4f15c1c0eeaabc8234002caf",8,"C0690",1,0.1,"M","Manganese sulfate monohydrate",6
"1847","4f15c1c0eeaabc8234002caf",8,"C0690",2,0.1,"M","MES monohydrate",6
"1848","4f15c1c0eeaabc8234002caf",8,"C0690",3,40,"% (w/v)","polyethylene glycol 4000",6
"1849","4f15c1c0eeaabc8234002cb0",8,"C0691",1,0.1,"M","Magnesium nitrate hexahydrate",7
"1850","4f15c1c0eeaabc8234002cb0",8,"C0691",2,0.1,"M","Bis-Tris Propane",7
"1851","4f15c1c0eeaabc8234002cb0",8,"C0691",3,40,"% (w/v)","polyethylene glycol 4000",7
"1852","4f15c1c0eeaabc8234002cb1",8,"C0692",1,0.1,"M","Magnesium nitrate hexahydrate",6
"1853","4f15c1c0eeaabc8234002cb1",8,"C0692",2,0.1,"M","MES monohydrate",6
"1854","4f15c1c0eeaabc8234002cb1",8,"C0692",3,40,"% (w/v)","polyethylene glycol 4000",6
"1855","4f15c1c0eeaabc8234002cb2",8,"C0693",1,0.1,"M","Magnesium nitrate hexahydrate",5
"1856","4f15c1c0eeaabc8234002cb2",8,"C0693",2,0.1,"M","Sodium acetate trihydrate",5
"1857","4f15c1c0eeaabc8234002cb2",8,"C0693",3,40,"% (w/v)","polyethylene glycol 4000",5
"1858","4f15c1c0eeaabc8234002cb3",8,"C0694",1,0.1,"M","Magnesium nitrate hexahydrate",9
"1859","4f15c1c0eeaabc8234002cb3",8,"C0694",2,0.1,"M","TAPS",9
"1860","4f15c1c0eeaabc8234002cb3",8,"C0694",3,40,"% (w/v)","polyethylene glycol 4000",9
"1861","4f15c1c0eeaabc8234002cb4",8,"C0695",1,0.1,"M","Ammonium bromide",7.5
"1862","4f15c1c0eeaabc8234002cb4",8,"C0695",2,0.1,"M","HEPES",7.5
"1863","4f15c1c0eeaabc8234002cb4",8,"C0695",3,20,"% (w/v)","polyethylene glycol 1000",7.5
"1864","4f15c1c0eeaabc8234002cb5",8,"C0696",1,0.1,"M","Ammonium chloride",4.2
"1865","4f15c1c0eeaabc8234002cb5",8,"C0696",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"1866","4f15c1c0eeaabc8234002cb5",8,"C0696",3,20,"% (w/v)","polyethylene glycol 1000",4.2
"1867","4f15c1c0eeaabc8234002cb6",8,"C0697",1,0.1,"M","Ammonium chloride",5
"1868","4f15c1c0eeaabc8234002cb6",8,"C0697",2,0.1,"M","Sodium acetate trihydrate",5
"1869","4f15c1c0eeaabc8234002cb6",8,"C0697",3,20,"% (w/v)","polyethylene glycol 1000",5
"1870","4f15c1c0eeaabc8234002cb7",8,"C0698",1,0.1,"M","Ammonium chloride",9
"1871","4f15c1c0eeaabc8234002cb7",8,"C0698",2,0.1,"M","TAPS",9
"1872","4f15c1c0eeaabc8234002cb7",8,"C0698",3,20,"% (w/v)","polyethylene glycol 1000",9
"1873","4f15c1c0eeaabc8234002cb8",8,"C0699",1,0.1,"M","Ammonium chloride",8
"1874","4f15c1c0eeaabc8234002cb8",8,"C0699",2,0.1,"M","Tris",8
"1875","4f15c1c0eeaabc8234002cb8",8,"C0699",3,20,"% (w/v)","polyethylene glycol 1000",8
"1876","4f15c1c0eeaabc8234002cb9",8,"C0700",1,0.1,"M","Ammonium nitrate",7.5
"1877","4f15c1c0eeaabc8234002cb9",8,"C0700",2,0.1,"M","HEPES",7.5
"1878","4f15c1c0eeaabc8234002cb9",8,"C0700",3,20,"% (w/v)","polyethylene glycol 1000",7.5
"1879","4f15c1c0eeaabc8234002cba",8,"C0701",1,0.1,"M","Ammonium nitrate",5
"1880","4f15c1c0eeaabc8234002cba",8,"C0701",2,0.1,"M","Sodium acetate trihydrate",5
"1881","4f15c1c0eeaabc8234002cba",8,"C0701",3,20,"% (w/v)","polyethylene glycol 1000",5
"1882","4f15c1c0eeaabc8234002cbb",8,"C0702",1,0.1,"M","Ammonium nitrate",4.2
"1883","4f15c1c0eeaabc8234002cbb",8,"C0702",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"1884","4f15c1c0eeaabc8234002cbb",8,"C0702",3,20,"% (w/v)","polyethylene glycol 1000",4.2
"1885","4f15c1c0eeaabc8234002cbc",8,"C0703",1,0.1,"M","Ammonium phosphate monobasic",7
"1886","4f15c1c0eeaabc8234002cbc",8,"C0703",2,0.1,"M","Bis-Tris Propane",7
"1887","4f15c1c0eeaabc8234002cbc",8,"C0703",3,20,"% (w/v)","polyethylene glycol 1000",7
"1888","4f15c1c0eeaabc8234002cbd",8,"C0704",1,0.1,"M","Ammonium phosphate monobasic",6
"1889","4f15c1c0eeaabc8234002cbd",8,"C0704",2,0.1,"M","MES monohydrate",6
"1890","4f15c1c0eeaabc8234002cbd",8,"C0704",3,20,"% (w/v)","polyethylene glycol 1000",6
"1891","4f15c1c0eeaabc8234002cbe",8,"C0705",1,0.1,"M","Ammonium phosphate dibasic",4.2
"1892","4f15c1c0eeaabc8234002cbe",8,"C0705",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"1893","4f15c1c0eeaabc8234002cbe",8,"C0705",3,20,"% (w/v)","polyethylene glycol 1000",4.2
"1894","4f15c1c0eeaabc8234002cbf",8,"C0706",1,0.1,"M","Ammonium phosphate dibasic",9
"1895","4f15c1c0eeaabc8234002cbf",8,"C0706",2,0.1,"M","TAPS",9
"1896","4f15c1c0eeaabc8234002cbf",8,"C0706",3,20,"% (w/v)","polyethylene glycol 1000",9
"1897","4f15c1c0eeaabc8234002cc0",8,"C0707",1,0.1,"M","Ammonium sulfate",6
"1898","4f15c1c0eeaabc8234002cc0",8,"C0707",2,0.1,"M","MES monohydrate",6
"1899","4f15c1c0eeaabc8234002cc0",8,"C0707",3,20,"% (w/v)","polyethylene glycol 1000",6
"1900","4f15c1c0eeaabc8234002cc1",8,"C0708",1,0.1,"M","Ammonium sulfate",7
"1901","4f15c1c0eeaabc8234002cc1",8,"C0708",2,0.1,"M","Bis-Tris Propane",7
"1902","4f15c1c0eeaabc8234002cc1",8,"C0708",3,20,"% (w/v)","polyethylene glycol 1000",7
"1903","4f15c1c0eeaabc8234002cc2",8,"C0709",1,0.1,"M","Calcium chloride dihydrate",5
"1904","4f15c1c0eeaabc8234002cc2",8,"C0709",2,0.1,"M","Sodium acetate trihydrate",5
"1905","4f15c1c0eeaabc8234002cc2",8,"C0709",3,20,"% (w/v)","polyethylene glycol 1000",5
"1906","4f15c1c0eeaabc8234002cc3",8,"C0710",1,0.1,"M","Lithium bromide",7
"1907","4f15c1c0eeaabc8234002cc3",8,"C0710",2,0.1,"M","Bis-Tris Propane",7
"1908","4f15c1c0eeaabc8234002cc3",8,"C0710",3,20,"% (w/v)","polyethylene glycol 1000",7
"1909","4f15c1c0eeaabc8234002cc4",8,"C0711",1,0.1,"M","Lithium chloride",8
"1910","4f15c1c0eeaabc8234002cc4",8,"C0711",2,0.1,"M","Tris",8
"1911","4f15c1c0eeaabc8234002cc4",8,"C0711",3,20,"% (w/v)","polyethylene glycol 1000",8
"1912","4f15c1c0eeaabc8234002cc5",8,"C0712",1,0.1,"M","Lithium chloride",6
"1913","4f15c1c0eeaabc8234002cc5",8,"C0712",2,0.1,"M","MES monohydrate",6
"1914","4f15c1c0eeaabc8234002cc5",8,"C0712",3,20,"% (w/v)","polyethylene glycol 1000",6
"1915","4f15c1c0eeaabc8234002cc6",8,"C0713",1,0.1,"M","Magnesium chloride hexahydrate",9
"1916","4f15c1c0eeaabc8234002cc6",8,"C0713",2,0.1,"M","TAPS",9
"1917","4f15c1c0eeaabc8234002cc6",8,"C0713",3,20,"% (w/v)","polyethylene glycol 1000",9
"1918","4f15c1c0eeaabc8234002cc7",8,"C0714",1,0.1,"M","Magnesium chloride hexahydrate",8
"1919","4f15c1c0eeaabc8234002cc7",8,"C0714",2,0.1,"M","Tris",8
"1920","4f15c1c0eeaabc8234002cc7",8,"C0714",3,20,"% (w/v)","polyethylene glycol 1000",8
"1921","4f15c1c0eeaabc8234002cc8",8,"C0715",1,0.1,"M","Magnesium chloride hexahydrate",6
"1922","4f15c1c0eeaabc8234002cc8",8,"C0715",2,0.1,"M","MES monohydrate",6
"1923","4f15c1c0eeaabc8234002cc8",8,"C0715",3,20,"% (w/v)","polyethylene glycol 1000",6
"1924","4f15c1c0eeaabc8234002cc9",8,"C0716",1,0.1,"M","Magnesium sulfate heptahydrate",7.5
"1925","4f15c1c0eeaabc8234002cc9",8,"C0716",2,0.1,"M","HEPES",7.5
"1926","4f15c1c0eeaabc8234002cc9",8,"C0716",3,20,"% (w/v)","polyethylene glycol 1000",7.5
"1927","4f15c1c0eeaabc8234002cca",8,"C0717",1,0.1,"M","Magnesium sulfate heptahydrate",9
"1928","4f15c1c0eeaabc8234002cca",8,"C0717",2,0.1,"M","TAPS",9
"1929","4f15c1c0eeaabc8234002cca",8,"C0717",3,20,"% (w/v)","polyethylene glycol 1000",9
"1930","4f15c1c0eeaabc8234002ccb",8,"C0718",1,0.1,"M","Magnesium sulfate heptahydrate",5
"1931","4f15c1c0eeaabc8234002ccb",8,"C0718",2,0.1,"M","Sodium acetate trihydrate",5
"1932","4f15c1c0eeaabc8234002ccb",8,"C0718",3,20,"% (w/v)","polyethylene glycol 1000",5
"1933","4f15c1c0eeaabc8234002ccc",8,"C0719",1,0.1,"M","Manganese chloride tetrahydrate",5
"1934","4f15c1c0eeaabc8234002ccc",8,"C0719",2,0.1,"M","Sodium acetate trihydrate",5
"1935","4f15c1c0eeaabc8234002ccc",8,"C0719",3,20,"% (w/v)","polyethylene glycol 1000",5
"1936","4f15c1c0eeaabc8234002ccd",8,"C0720",1,0.1,"M","Manganese chloride tetrahydrate",4.2
"1937","4f15c1c0eeaabc8234002ccd",8,"C0720",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"1938","4f15c1c0eeaabc8234002ccd",8,"C0720",3,20,"% (w/v)","polyethylene glycol 1000",4.2
"1939","4f15c1c0eeaabc8234002cce",8,"C0721",1,0.1,"M","Manganese chloride tetrahydrate",6
"1940","4f15c1c0eeaabc8234002cce",8,"C0721",2,0.1,"M","MES monohydrate",6
"1941","4f15c1c0eeaabc8234002cce",8,"C0721",3,20,"% (w/v)","polyethylene glycol 1000",6
"1942","4f15c1c0eeaabc8234002ccf",8,"C0722",1,0.1,"M","Potassium acetate",4.2
"1943","4f15c1c0eeaabc8234002ccf",8,"C0722",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"1944","4f15c1c0eeaabc8234002ccf",8,"C0722",3,20,"% (w/v)","polyethylene glycol 1000",4.2
"1945","4f15c1c0eeaabc8234002cd0",8,"C0723",1,0.1,"M","Potassium bromide",4.2
"1946","4f15c1c0eeaabc8234002cd0",8,"C0723",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"1947","4f15c1c0eeaabc8234002cd0",8,"C0723",3,20,"% (w/v)","polyethylene glycol 1000",4.2
"1948","4f15c1c0eeaabc8234002cd1",8,"C0724",1,0.1,"M","Potassium carbonate",5
"1949","4f15c1c0eeaabc8234002cd1",8,"C0724",2,0.1,"M","Sodium acetate trihydrate",5
"1950","4f15c1c0eeaabc8234002cd1",8,"C0724",3,20,"% (w/v)","polyethylene glycol 1000",5
"1951","4f15c1c0eeaabc8234002cd2",8,"C0725",1,0.1,"M","Potassium carbonate",4.2
"1952","4f15c1c0eeaabc8234002cd2",8,"C0725",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"1953","4f15c1c0eeaabc8234002cd2",8,"C0725",3,20,"% (w/v)","polyethylene glycol 1000",4.2
"1954","4f15c1c0eeaabc8234002cd3",8,"C0726",1,0.1,"M","Potassium chloride",5
"1955","4f15c1c0eeaabc8234002cd3",8,"C0726",2,0.1,"M","Sodium acetate trihydrate",5
"1956","4f15c1c0eeaabc8234002cd3",8,"C0726",3,20,"% (w/v)","polyethylene glycol 1000",5
"1957","4f15c1c0eeaabc8234002cd4",8,"C0727",1,0.1,"M","Potassium chloride",7
"1958","4f15c1c0eeaabc8234002cd4",8,"C0727",2,0.1,"M","Bis-Tris Propane",7
"1959","4f15c1c0eeaabc8234002cd4",8,"C0727",3,20,"% (w/v)","polyethylene glycol 1000",7
"1960","4f15c1c0eeaabc8234002cd5",8,"C0728",1,0.1,"M","Potassium nitrate",5
"1961","4f15c1c0eeaabc8234002cd5",8,"C0728",2,0.1,"M","Sodium acetate trihydrate",5
"1962","4f15c1c0eeaabc8234002cd5",8,"C0728",3,20,"% (w/v)","polyethylene glycol 1000",5
"1963","4f15c1c0eeaabc8234002cd6",8,"C0729",1,0.1,"M","Potassium nitrate",10
"1964","4f15c1c0eeaabc8234002cd6",8,"C0729",2,0.1,"M","CAPS",10
"1965","4f15c1c0eeaabc8234002cd6",8,"C0729",3,20,"% (w/v)","polyethylene glycol 1000",10
"1966","4f15c1c0eeaabc8234002cd7",8,"C0730",1,0.1,"M","Potassium nitrate",6
"1967","4f15c1c0eeaabc8234002cd7",8,"C0730",2,0.1,"M","MES monohydrate",6
"1968","4f15c1c0eeaabc8234002cd7",8,"C0730",3,20,"% (w/v)","polyethylene glycol 1000",6
"1969","4f15c1c0eeaabc8234002cd8",8,"C0731",1,0.1,"M","Potassium phosphate monobasic",7
"1970","4f15c1c0eeaabc8234002cd8",8,"C0731",2,0.1,"M","Bis-Tris Propane",7
"1971","4f15c1c0eeaabc8234002cd8",8,"C0731",3,20,"% (w/v)","polyethylene glycol 1000",7
"1972","4f15c1c0eeaabc8234002cd9",8,"C0732",1,0.1,"M","Potassium phosphate monobasic",6
"1973","4f15c1c0eeaabc8234002cd9",8,"C0732",2,0.1,"M","MES monohydrate",6
"1974","4f15c1c0eeaabc8234002cd9",8,"C0732",3,20,"% (w/v)","polyethylene glycol 1000",6
"1975","4f15c1c0eeaabc8234002cda",8,"C0733",1,0.1,"M","Potassium thiocyanate",10
"1976","4f15c1c0eeaabc8234002cda",8,"C0733",2,0.1,"M","CAPS",10
"1977","4f15c1c0eeaabc8234002cda",8,"C0733",3,20,"% (w/v)","polyethylene glycol 1000",10
"1978","4f15c1c0eeaabc8234002cdb",8,"C0734",1,0.1,"M","Potassium thiocyanate",8
"1979","4f15c1c0eeaabc8234002cdb",8,"C0734",2,0.1,"M","Tris",8
"1980","4f15c1c0eeaabc8234002cdb",8,"C0734",3,20,"% (w/v)","polyethylene glycol 1000",8
"1981","4f15c1c0eeaabc8234002cdc",8,"C0735",1,0.1,"M","Rubidium chloride",6
"1982","4f15c1c0eeaabc8234002cdc",8,"C0735",2,0.1,"M","MES monohydrate",6
"1983","4f15c1c0eeaabc8234002cdc",8,"C0735",3,20,"% (w/v)","polyethylene glycol 1000",6
"1984","4f15c1c0eeaabc8234002cdd",8,"C0736",1,0.1,"M","Rubidium chloride",9
"1985","4f15c1c0eeaabc8234002cdd",8,"C0736",2,0.1,"M","TAPS",9
"1986","4f15c1c0eeaabc8234002cdd",8,"C0736",3,20,"% (w/v)","polyethylene glycol 1000",9
"1987","4f15c1c0eeaabc8234002cde",8,"C0737",1,0.1,"M","Sodium bromide",7
"1988","4f15c1c0eeaabc8234002cde",8,"C0737",2,0.1,"M","Bis-Tris Propane",7
"1989","4f15c1c0eeaabc8234002cde",8,"C0737",3,20,"% (w/v)","polyethylene glycol 1000",7
"1990","4f15c1c0eeaabc8234002cdf",8,"C0738",1,0.1,"M","Sodium bromide",4.2
"1991","4f15c1c0eeaabc8234002cdf",8,"C0738",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"1992","4f15c1c0eeaabc8234002cdf",8,"C0738",3,20,"% (w/v)","polyethylene glycol 1000",4.2
"1993","4f15c1c0eeaabc8234002ce0",8,"C0739",1,0.1,"M","Sodium chloride",10
"1994","4f15c1c0eeaabc8234002ce0",8,"C0739",2,0.1,"M","CAPS",10
"1995","4f15c1c0eeaabc8234002ce0",8,"C0739",3,20,"% (w/v)","polyethylene glycol 1000",10
"1996","4f15c1c0eeaabc8234002ce1",8,"C0740",1,0.1,"M","Sodium molybdate dihydrate",9
"1997","4f15c1c0eeaabc8234002ce1",8,"C0740",2,0.1,"M","TAPS",9
"1998","4f15c1c0eeaabc8234002ce1",8,"C0740",3,20,"% (w/v)","polyethylene glycol 1000",9
"1999","4f15c1c0eeaabc8234002ce2",8,"C0741",1,0.1,"M","Sodium molybdate dihydrate",7.5
"2000","4f15c1c0eeaabc8234002ce2",8,"C0741",2,0.1,"M","HEPES",7.5
"2001","4f15c1c0eeaabc8234002ce2",8,"C0741",3,20,"% (w/v)","polyethylene glycol 1000",7.5
"2002","4f15c1c0eeaabc8234002ce3",8,"C0742",1,0.1,"M","Sodium nitrate",7
"2003","4f15c1c0eeaabc8234002ce3",8,"C0742",2,0.1,"M","Bis-Tris Propane",7
"2004","4f15c1c0eeaabc8234002ce3",8,"C0742",3,20,"% (w/v)","polyethylene glycol 1000",7
"2005","4f15c1c0eeaabc8234002ce4",8,"C0743",1,0.1,"M","Sodium nitrate",8
"2006","4f15c1c0eeaabc8234002ce4",8,"C0743",2,0.1,"M","Tris",8
"2007","4f15c1c0eeaabc8234002ce4",8,"C0743",3,20,"% (w/v)","polyethylene glycol 1000",8
"2008","4f15c1c0eeaabc8234002ce5",8,"C0744",1,0.1,"M","Sodium phosphate monobasic",7.5
"2009","4f15c1c0eeaabc8234002ce5",8,"C0744",2,0.1,"M","HEPES",7.5
"2010","4f15c1c0eeaabc8234002ce5",8,"C0744",3,20,"% (w/v)","polyethylene glycol 1000",7.5
"2011","4f15c1c0eeaabc8234002ce6",8,"C0745",1,0.1,"M","Sodium thiosulfate pentahydrate",8
"2012","4f15c1c0eeaabc8234002ce6",8,"C0745",2,0.1,"M","Tris",8
"2013","4f15c1c0eeaabc8234002ce6",8,"C0745",3,20,"% (w/v)","polyethylene glycol 1000",8
"2014","4f15c1c0eeaabc8234002ce7",8,"C0746",1,0.1,"M","Zinc acetate dihydrate",5
"2015","4f15c1c0eeaabc8234002ce7",8,"C0746",2,0.1,"M","Sodium acetate trihydrate",5
"2016","4f15c1c0eeaabc8234002ce7",8,"C0746",3,20,"% (w/v)","polyethylene glycol 1000",5
"2017","4f15c1c0eeaabc8234002ce8",8,"C0747",1,0.1,"M","Potassium phosphate dibasic anhydrous",8
"2018","4f15c1c0eeaabc8234002ce8",8,"C0747",2,0.1,"M","Tris",8
"2019","4f15c1c0eeaabc8234002ce8",8,"C0747",3,20,"% (w/v)","polyethylene glycol 1000",8
"2020","4f15c1c0eeaabc8234002ce9",8,"C0748",1,0.1,"M","Potassium phosphate dibasic anhydrous",4.2
"2021","4f15c1c0eeaabc8234002ce9",8,"C0748",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"2022","4f15c1c0eeaabc8234002ce9",8,"C0748",3,20,"% (w/v)","polyethylene glycol 1000",4.2
"2023","4f15c1c0eeaabc8234002cea",8,"C0749",1,0.1,"M","Potassium phosphate dibasic anhydrous",10
"2024","4f15c1c0eeaabc8234002cea",8,"C0749",2,0.1,"M","CAPS",10
"2025","4f15c1c0eeaabc8234002cea",8,"C0749",3,20,"% (w/v)","polyethylene glycol 1000",10
"2026","4f15c1c0eeaabc8234002ceb",8,"C0750",1,0.1,"M","Cobalt (II) sulfate heptahydrate",8
"2027","4f15c1c0eeaabc8234002ceb",8,"C0750",2,0.1,"M","Tris",8
